experiment	condition	repetition	artifact_id	canister	wasm_bytes	gzip_bytes	code_section_bytes	data_section_bytes	ic_wasm_total_functions	replica_limited_defined_functions	optimizer_defined_functions	table_minimum	element_entries	wasm_export_entries	ic_wasm_exported_methods	candid_bytes	candid_service_methods	wasm_sha256	gzip_sha256	candid_sha256	optimizer_before_raw	optimizer_before_gzip	optimizer_before_code	optimizer_before_data	optimizer_before_functions
b1-18-pool-ledger-hard-cut	baseline	a	canonical_wasm_store	wasm_store	2452050	889889	2254699	176895	4277	4238	4238	840	839	11	10	12459	5	53ead46bd431942a76ceecf4ed4ea2478b6bc14e507f6e5e469c06829de80643	48bb8e814eef8f6abb50868e22f4a94241373164c1fe056571a902f98106e604	89e2f95c4ac284c099e95d2102df8995e0f5332c50a85e3f3d2ffed918e16fa6	2607269	870360	2407093	179101	4918
b1-18-pool-ledger-hard-cut	baseline	a	historical_pool_ledger_recovery	pool_ledger_recovery	497508	201321	418859	75086	1326	1305	1305	397	396	5	4	505	2	939197a71f9344d6f6c4a8891aea2d2b5538cfd343cad0e5b0d961f4c4fe5ddb	4948d5185b7fb3a3656410e735612e5016c9917fae03937634ee4e53d3065ecb	e9d6980c43b8f87bbae1443272fd84b0e2ec6811c4bf1e6efb5cf8b08b6f61d3	551299	187832	469177	77268	2562
b1-18-pool-ledger-hard-cut	variant	a	canonical_app	app	2886499	1038600	2649981	199809	4696	4659	4659	922	921	10	9	28177	4	7b7debbf7855e41b13dfc3165031aa7f1da6b4f63b20ea503c925a90a36fd200	25f158e3af5ad18c078ac0b4c11f0893b0ca39c482d98b354ddd75464c9a38e4	23a46a416a5337268ac729a02ef9d53d350e2adc0fe847d5f80097f01acf48b8	3064834	1019929	2825138	202317	5355
b1-18-pool-ledger-hard-cut	variant	a	canonical_index_hub	index_hub	2672193	960740	2444687	191462	4378	4339	4339	860	859	10	9	27959	4	3b876390d44ea3459d1acfa458ca8180908b714d7f238eb89cabca1021b1e2ba	66c41fe0a9185d8498c8e3531ad7660d04f784094ceb99539a00d6f8feb6aaf3	f8dde730be71f9ddb0224dfb8f365685f2579d880cc37e98a6886b0535180c44	2841916	943291	2611587	193629	5051
b1-18-pool-ledger-hard-cut	variant	a	canonical_test	test	3201021	1139833	2943986	213886	5213	5174	5174	973	972	12	11	33804	6	d08368c59919ec1a2f42e6bc841e6fc5a1f66211a0ecfe82947457376693099d	6ae393bc22ef6b6afe18bab40afda9a357eac4b04bf516b1e420598240898e92	d11737484d3563127fb6cb9f76d439a9f3e72556e977f70733e7d338985a4ad6	3400850	1119559	3140497	216497	5924
b1-18-pool-ledger-hard-cut	variant	a	canonical_user_hub	user_hub	3327407	1188570	3069402	217967	5491	5452	5452	978	977	14	13	30282	8	5fd8096c553d270b9cbcb61f40fbc322e74917cd14b64da60ba3d749410e34df	eb597694c30c5d77283765460c8f904cbd5ec1c9944cdc30b4a446822292a002	af64d6a04b17ad85d7bc793d34af55db72ab1126f7c8b82733d5e418991ce357	3533996	1170968	3272646	220589	6233
b1-18-pool-ledger-hard-cut	variant	a	canonical_scale_hub	scale_hub	3251031	1157570	2996281	215651	5321	5282	5282	965	964	12	11	29665	6	80c0d6276cd2ee7086bd88dd00658813a5a79559ba29614123e77b7bcf2f2fec	8c9e0841362264b4dc8ea220431294361ca85f16afa592ae27ebe6d0e495734c	a4f07b544ad72d4fbe8dae44d64578f016f6b68aa95d89e9795724ea2c9dd5cb	3454672	1141144	3196591	218273	6048
b1-18-pool-ledger-hard-cut	variant	a	canonical_index_child	index_child	2443461	885827	2224691	184570	4028	3989	3989	837	836	10	9	26552	4	5be8fb086ba9198ab59ee70323250f874c1c07373f0ac43522a29d3081497634	47ba8796e1e3ed29b192abf88068366d6986b24a56339aa31ba62c265576c1a5	e48c0cd06b2226b109bc232f10a3b0bfc2349974ac668fc26d28ae238da06b55	2598578	868317	2377025	186741	4648
b1-18-pool-ledger-hard-cut	variant	a	canonical_user_shard	user_shard	3255168	1160735	2998087	214347	5363	5320	5320	974	973	13	12	33104	7	7606e342e6d86477b0970313f648fe72e6ec9eef61231bce504aeb9f3f9fd479	ae835806c09e2e7367e2302e6c6cee51db4ad2f9bc95c2b89920558b698aff46	648f83464f608ef78c4d6323373d9b943a23bfafdd530392aba8a9287ff99725	3458678	1140051	3198339	216889	6080
b1-18-pool-ledger-hard-cut	variant	a	canonical_scale_replica	scale_replica	2897227	1043751	2659685	200171	4724	4687	4687	925	924	11	10	28760	5	66697fb8456429acab5aa7e39b40a70e862e4f8e6a6442630a2ca1e14dc2a684	dcf3ac9152753389f29b48742fa53624d4aea8cddb153fc13bc38284cacdf381	a908ffd66c6777c6e00f587e85a80ccbe09513f73dfc09433fefec93dec4a344	3075872	1024990	2835120	202709	5385
b1-18-pool-ledger-hard-cut	variant	a	canonical_root	root	7051880	2508758	6615553	332771	9589	9544	9544	1649	1648	12	11	88042	6	84c33dd41a929863be920758c45ecb8eb0859feeb43d5c9d9435158990a68b81	29937b7d0964b42874ad3f51ef7b51c9f5db4061e7c2c2fc4f22c801119c0016	806dde0018643605d58f496261e48ca0950db5391463c887c24c3bb34e63e4b4	7487468	2441782	7046518	336069	10916
b1-18-pool-ledger-hard-cut	variant	a	canonical_fleet_coordinator	fleet_coordinator	3496010	1214705	3245591	198875	4496	4462	4462	883	882	7	6	43510	2	c70961fc6472632552ec160458cc37b7cc6ce469c322184dadbef3c5f15dc849	e4f7a0285fd25dd147cb3dc799a73bd895ff447ef5ae3ca92f5d4beec6ffdb00	51fd22fd1e9c038d673fdabc6ea02881e12179199c73974f7d4637477e0d5c66	3719974	1180676	3466418	201209	5322
b1-18-pool-ledger-hard-cut	variant	a	canonical_wasm_store	wasm_store	2452050	889889	2254699	176895	4277	4238	4238	840	839	11	10	12459	5	53ead46bd431942a76ceecf4ed4ea2478b6bc14e507f6e5e469c06829de80643	48bb8e814eef8f6abb50868e22f4a94241373164c1fe056571a902f98106e604	89e2f95c4ac284c099e95d2102df8995e0f5332c50a85e3f3d2ffed918e16fa6	2607269	870360	2407093	179101	4918
