experiment	condition	repetition	artifact_id	canister	wasm_bytes	gzip_bytes	code_section_bytes	data_section_bytes	ic_wasm_total_functions	replica_limited_defined_functions	optimizer_defined_functions	table_minimum	element_entries	wasm_export_entries	ic_wasm_exported_methods	candid_bytes	candid_service_methods	wasm_sha256	gzip_sha256	candid_sha256	optimizer_before_raw	optimizer_before_gzip	optimizer_before_code	optimizer_before_data	optimizer_before_functions
b1-15-timer-watchdog-providers	baseline	b	canonical_index_hub	index_hub	2672278	960516	2444607	191610	4385	4346	4346	860	859	10	9	27959	4	6573183494cd5312aba4ba188728a6ac4c81471188afe2ba674c538b3a968c82	6d87452734ef5cb281b4237a2c5e4dbe72785ddb1ac6d1a20e03d495039919bb	f8dde730be71f9ddb0224dfb8f365685f2579d880cc37e98a6886b0535180c44	2843118	943204	2612651	193761	5056
b1-15-timer-watchdog-providers	baseline	b	canonical_test	test	3202049	1139956	2944773	214102	5228	5189	5189	973	972	12	11	33804	6	23694a2f07689a3f049ce5f445c8f9941b995b6103b4189c074b9d46099ac4f8	98754027b51ec7b73d8dec12935a24a0b0b245dcd60183f003782ca4dafc04b9	d11737484d3563127fb6cb9f76d439a9f3e72556e977f70733e7d338985a4ad6	3403236	1119759	3142734	216629	5940
b1-15-timer-watchdog-providers	baseline	b	canonical_user_hub	user_hub	3330766	1188810	3072247	218262	5512	5473	5473	980	979	15	14	30421	9	0b81b214cdd460909a52651cf22dc4807326704772b56f8dcd62a6f1a24ec4c9	c01119500d7708b4b190f122c7731e9fbc00a23820ece7bd253f614dc2912707	905207f61736c3c53ed54fda3dd68252c44065199c26b194f2770d26368d4c16	3538804	1171865	3276982	220849	6256
b1-15-timer-watchdog-providers	baseline	b	canonical_scale_hub	scale_hub	3252038	1157859	2997048	215869	5334	5295	5295	965	964	12	11	29665	6	a436b0dd4f81bfaea5bbe2fcb1a312bbfc9c468f65c6683c559ef746e5633e4b	69bc335a3eeafa727a26479b763c3daaddc3120db3aa75e9e2e8445d641463af	a4f07b544ad72d4fbe8dae44d64578f016f6b68aa95d89e9795724ea2c9dd5cb	3457034	1141413	3198807	218405	6062
b1-15-timer-watchdog-providers	baseline	b	canonical_index_child	index_child	2443555	885987	2224620	184718	4035	3996	3996	837	836	10	9	26552	4	42b8faa19e782badfc9331064ce2b215ae13fb7ba6fdcb9aa4ea40d84d5f5f3b	6d6a758178290bb0637848ebea793127f0b12f8bbf6c71a6bc73688ed79a0751	e48c0cd06b2226b109bc232f10a3b0bfc2349974ac668fc26d28ae238da06b55	2599776	868568	2378085	186873	4653
b1-15-timer-watchdog-providers	baseline	b	canonical_user_shard	user_shard	3259121	1161358	3001399	214720	5384	5341	5341	977	976	14	13	33290	8	36ea8204d17283d1420f4b6abe129d327b4268558d1a72dc43020e5781a49dee	e25f71813ea50c6d59e89c97056d0a4f3a38e74d45929edf9f85bffb7248a6f0	71ee0c358fad225f964aa71e01af12a3c08a72829c6fff189fc5d57d70698a96	3464190	1140945	3203202	217277	6103
b1-15-timer-watchdog-providers	baseline	b	canonical_scale_replica	scale_replica	2898215	1044090	2660428	200393	4737	4700	4700	925	924	11	10	28760	5	85321c581b03a90670add8a55a6024c2c3b8181cac7b51dc7099b6ebdf1cdb9f	5dbf6e9bdb06dbd3b0bb329e757a777e83fc54fafdf9a0dac4a22b95cebe1f04	a908ffd66c6777c6e00f587e85a80ccbe09513f73dfc09433fefec93dec4a344	3078355	1025137	2837328	202969	5399
b1-15-timer-watchdog-providers	baseline	b	canonical_root	root	7097171	2523687	6659745	333806	9641	9596	9596	1652	1651	12	11	88042	6	f6fb23f919dc654d1b608418d7f9dbe685f91dce22bdb21a2a7d44c73c477fed	500def89a92da3280282ff34209b87d61f65bc8b5e1e347e20d61280bec2b7bf	806dde0018643605d58f496261e48ca0950db5391463c887c24c3bb34e63e4b4	7543047	2454740	7100962	337125	10983
b1-15-timer-watchdog-providers	baseline	b	canonical_fleet_coordinator	fleet_coordinator	3497977	1215581	3247309	199123	4497	4463	4463	883	882	7	6	43510	2	99912d80cd27cbf7a80b6b3cf4526c08b682a63dd306294e0d8a2816eaa5b767	7c7c37fff6ba4522e3ec8f01cb64e3ad2f209e70deb354ffae5b82e4dfeee1dc	51fd22fd1e9c038d673fdabc6ea02881e12179199c73974f7d4637477e0d5c66	3721861	1182054	3468047	201465	5324
b1-15-timer-watchdog-providers	baseline	b	canonical_wasm_store	wasm_store	2452131	890086	2254620	177039	4283	4244	4244	840	839	11	10	12459	5	9917751b526409179968fc949232ad9961f5e52948a0aa864d56061caaed3fd8	48609888291021b47252993b9f3ff58a18aa0457ba3c2802dcb56be6357b4d21	89e2f95c4ac284c099e95d2102df8995e0f5332c50a85e3f3d2ffed918e16fa6	2608460	870170	2408151	179229	4922
b1-15-timer-watchdog-providers	baseline	b	runtime_probe	test	2410089	873779	2198713	188732	4231	4192	4192	857	856	15	14	14496	9	f1327876b7e37207b38ccc65942e9411d26aedc291ecb98b8d15610144cf20dd	12c8cd9fddc28a7cad93670583475a32677f20be3e03737c490fc449c65fbffe	39b18ad0b2589f36dd6b46cb1ae6704d83e6893fb224bda2daf189d952e1f96b	2567082	859478	2352657	191253	4779
b1-15-timer-watchdog-providers	variant	a	canonical_app	app	2220467	801336	2011147	174070	3640	3604	3604	801	800	10	9	28177	4	cde8bd6995b390aaa449459cee37ab02037d27943c8eb6fd7f7ce472a7ae433b	0dc4490024d4f4114cc92998cc940563a0dc1a064b3713fe81172b357159277e	23a46a416a5337268ac729a02ef9d53d350e2adc0fe847d5f80097f01acf48b8	2356605	788504	2144475	176329	4204
b1-15-timer-watchdog-providers	variant	a	canonical_index_hub	index_hub	2541385	908676	2319030	186712	4096	4058	4058	821	820	10	9	27959	4	06fd1e9e5ea97be4129d3e4cbad8357df2024ad06dae72b22cb0b9c46cf83f9f	2d80a29ce4c52cb94b648f6ee3793fad9d930ad31694fbf9be1415a66d351d86	f8dde730be71f9ddb0224dfb8f365685f2579d880cc37e98a6886b0535180c44	2703548	890980	2478450	188833	4748
b1-15-timer-watchdog-providers	variant	a	canonical_test	test	2660831	949242	2429020	189917	4288	4250	4250	873	872	12	11	33804	6	d4e31a1b407781906e05114e5a116017be3d86bc56d3bac3aa21c7c732844cc4	b1d2d350e7e203fe73af9ae6d651b447574c8ccdcdd2b301f76931a2dfee9f0e	d11737484d3563127fb6cb9f76d439a9f3e72556e977f70733e7d338985a4ad6	2832634	933539	2597748	192377	4935
b1-15-timer-watchdog-providers	variant	a	canonical_user_hub	user_hub	2909592	1031647	2671152	199231	4736	4698	4698	901	900	15	14	30421	9	7005e04e8608ce19aa7e2958cdc7fae1148450c97bf64c1a336e8d0818285736	a0a675ec8b8ad0dd32ffaefad00ea16582700c9fda8342264d2a014283d87443	905207f61736c3c53ed54fda3dd68252c44065199c26b194f2770d26368d4c16	3095430	1016988	2853862	201709	5435
b1-15-timer-watchdog-providers	variant	a	canonical_scale_hub	scale_hub	2829997	1001819	2595104	196819	4558	4520	4520	886	885	12	11	29665	6	d86eaa65fb141a444dcf98a5ae256e8c2bf8bdf2698f2c2e436649e75714ffbb	6a233959a0725844016ffb9a7fa45ee85a467b86364f8ddee022d176831763c2	a4f07b544ad72d4fbe8dae44d64578f016f6b68aa95d89e9795724ea2c9dd5cb	3012062	987520	2774091	199265	5239
b1-15-timer-watchdog-providers	variant	a	canonical_index_child	index_child	2280369	825155	2070167	176477	3694	3656	3656	787	786	10	9	26552	4	d2c9c2fe9ec39e5235a08a29a75b65ab0035e61a68a3d280c40b12851daf86f0	54063ee9e617c4f5c7d8d5fa1c89d00c5d293b01eb367eb2b5d41fdcd38c8e43	e48c0cd06b2226b109bc232f10a3b0bfc2349974ac668fc26d28ae238da06b55	2426100	808875	2213231	178577	4288
b1-15-timer-watchdog-providers	variant	a	canonical_user_shard	user_shard	2803080	995939	2568525	192706	4538	4496	4496	889	888	14	13	33290	8	6b834960eea228fe930fe17d31aa23e697ca22483746058222545c83f926d669	ad83ad523969bb5543a6c46371ecd166948b933063a337614e4a0acf24f57f7a	71ee0c358fad225f964aa71e01af12a3c08a72829c6fff189fc5d57d70698a96	2984678	979713	2746998	195201	5206
b1-15-timer-watchdog-providers	variant	a	canonical_scale_replica	scale_replica	2231188	806529	2020845	174431	3668	3632	3632	804	803	11	10	28760	5	6fe2161d617dcaaf993ae7436b4624ad40861f079bab87dcd4c6255698de8f1b	8104148764c348b134ccf8c94f6b60e6b0b21286bc917d81ee4cbb49a7913900	a908ffd66c6777c6e00f587e85a80ccbe09513f73dfc09433fefec93dec4a344	2367623	793684	2154438	176721	4233
b1-15-timer-watchdog-providers	variant	a	canonical_root	root	6978821	2481809	6545753	329913	9337	9292	9292	1613	1612	12	11	88042	6	0a9b49dbc86aad6bc88402aab7839e03bc7ff11c2f1edb54fe2284178ed1b46a	f3e2e037679f2c5ede31a6ed02d0b17b2e43592f05e188aba88296c2f4882639	806dde0018643605d58f496261e48ca0950db5391463c887c24c3bb34e63e4b4	7422085	2410105	6984350	333221	10686
b1-15-timer-watchdog-providers	variant	a	canonical_fleet_coordinator	fleet_coordinator	3497977	1215574	3247309	199123	4497	4463	4463	883	882	7	6	43510	2	0ab05929fcad02eebc2257bda81e31fc07cdfea75837e0e497b7c4ac54f30212	f51b3c206fa2dc63b44a1a9b6caf849146ec386d78df41ce3de4f44886d38ebe	51fd22fd1e9c038d673fdabc6ea02881e12179199c73974f7d4637477e0d5c66	3721861	1182039	3468047	201465	5324
b1-15-timer-watchdog-providers	variant	a	canonical_wasm_store	wasm_store	2318340	836186	2126146	172142	4008	3970	3970	801	800	11	10	12459	5	5173a11d8b4ef1b17b89d09d839278142943d097d3ab4e558ddaffd014410bd3	7460d3006b96e4411e2cb39753e94a8bd8ca596a37f7399a26b564d438c4b4d8	89e2f95c4ac284c099e95d2102df8995e0f5332c50a85e3f3d2ffed918e16fa6	2464451	818548	2269385	174429	4613
b1-15-timer-watchdog-providers	variant	a	runtime_probe	test	2247766	811313	2046698	178911	3895	3857	3857	807	806	15	14	14496	9	0d0a25e828928b36563ba6d0f95247d8180f40b50c22b683495e918af50cfc82	60e2b5290358cb70814e2e84244363c148a2232bf3de12f782d5d0a52e3d49e2	39b18ad0b2589f36dd6b46cb1ae6704d83e6893fb224bda2daf189d952e1f96b	2394127	796953	2190054	181421	4413
b1-15-timer-watchdog-providers	variant	b	canonical_app	app	2220467	801336	2011147	174070	3640	3604	3604	801	800	10	9	28177	4	cde8bd6995b390aaa449459cee37ab02037d27943c8eb6fd7f7ce472a7ae433b	0dc4490024d4f4114cc92998cc940563a0dc1a064b3713fe81172b357159277e	23a46a416a5337268ac729a02ef9d53d350e2adc0fe847d5f80097f01acf48b8	2356605	788504	2144475	176329	4204
b1-15-timer-watchdog-providers	variant	b	canonical_index_hub	index_hub	2541385	908676	2319030	186712	4096	4058	4058	821	820	10	9	27959	4	06fd1e9e5ea97be4129d3e4cbad8357df2024ad06dae72b22cb0b9c46cf83f9f	2d80a29ce4c52cb94b648f6ee3793fad9d930ad31694fbf9be1415a66d351d86	f8dde730be71f9ddb0224dfb8f365685f2579d880cc37e98a6886b0535180c44	2703548	890980	2478450	188833	4748
b1-15-timer-watchdog-providers	variant	b	canonical_test	test	2660831	949242	2429020	189917	4288	4250	4250	873	872	12	11	33804	6	d4e31a1b407781906e05114e5a116017be3d86bc56d3bac3aa21c7c732844cc4	b1d2d350e7e203fe73af9ae6d651b447574c8ccdcdd2b301f76931a2dfee9f0e	d11737484d3563127fb6cb9f76d439a9f3e72556e977f70733e7d338985a4ad6	2832634	933539	2597748	192377	4935
b1-15-timer-watchdog-providers	variant	b	canonical_user_hub	user_hub	2909592	1031647	2671152	199231	4736	4698	4698	901	900	15	14	30421	9	7005e04e8608ce19aa7e2958cdc7fae1148450c97bf64c1a336e8d0818285736	a0a675ec8b8ad0dd32ffaefad00ea16582700c9fda8342264d2a014283d87443	905207f61736c3c53ed54fda3dd68252c44065199c26b194f2770d26368d4c16	3095430	1016988	2853862	201709	5435
b1-15-timer-watchdog-providers	variant	b	canonical_scale_hub	scale_hub	2829997	1001819	2595104	196819	4558	4520	4520	886	885	12	11	29665	6	d86eaa65fb141a444dcf98a5ae256e8c2bf8bdf2698f2c2e436649e75714ffbb	6a233959a0725844016ffb9a7fa45ee85a467b86364f8ddee022d176831763c2	a4f07b544ad72d4fbe8dae44d64578f016f6b68aa95d89e9795724ea2c9dd5cb	3012062	987520	2774091	199265	5239
b1-15-timer-watchdog-providers	variant	b	canonical_index_child	index_child	2280369	825155	2070167	176477	3694	3656	3656	787	786	10	9	26552	4	d2c9c2fe9ec39e5235a08a29a75b65ab0035e61a68a3d280c40b12851daf86f0	54063ee9e617c4f5c7d8d5fa1c89d00c5d293b01eb367eb2b5d41fdcd38c8e43	e48c0cd06b2226b109bc232f10a3b0bfc2349974ac668fc26d28ae238da06b55	2426100	808875	2213231	178577	4288
b1-15-timer-watchdog-providers	variant	b	canonical_user_shard	user_shard	2803080	995939	2568525	192706	4538	4496	4496	889	888	14	13	33290	8	6b834960eea228fe930fe17d31aa23e697ca22483746058222545c83f926d669	ad83ad523969bb5543a6c46371ecd166948b933063a337614e4a0acf24f57f7a	71ee0c358fad225f964aa71e01af12a3c08a72829c6fff189fc5d57d70698a96	2984678	979713	2746998	195201	5206
b1-15-timer-watchdog-providers	variant	b	canonical_scale_replica	scale_replica	2231188	806529	2020845	174431	3668	3632	3632	804	803	11	10	28760	5	6fe2161d617dcaaf993ae7436b4624ad40861f079bab87dcd4c6255698de8f1b	8104148764c348b134ccf8c94f6b60e6b0b21286bc917d81ee4cbb49a7913900	a908ffd66c6777c6e00f587e85a80ccbe09513f73dfc09433fefec93dec4a344	2367623	793684	2154438	176721	4233
b1-15-timer-watchdog-providers	variant	b	canonical_root	root	6978821	2481809	6545753	329913	9337	9292	9292	1613	1612	12	11	88042	6	0a9b49dbc86aad6bc88402aab7839e03bc7ff11c2f1edb54fe2284178ed1b46a	f3e2e037679f2c5ede31a6ed02d0b17b2e43592f05e188aba88296c2f4882639	806dde0018643605d58f496261e48ca0950db5391463c887c24c3bb34e63e4b4	7422085	2410105	6984350	333221	10686
b1-15-timer-watchdog-providers	variant	b	canonical_fleet_coordinator	fleet_coordinator	3497977	1215574	3247309	199123	4497	4463	4463	883	882	7	6	43510	2	0ab05929fcad02eebc2257bda81e31fc07cdfea75837e0e497b7c4ac54f30212	f51b3c206fa2dc63b44a1a9b6caf849146ec386d78df41ce3de4f44886d38ebe	51fd22fd1e9c038d673fdabc6ea02881e12179199c73974f7d4637477e0d5c66	3721861	1182039	3468047	201465	5324
b1-15-timer-watchdog-providers	variant	b	canonical_wasm_store	wasm_store	2318340	836186	2126146	172142	4008	3970	3970	801	800	11	10	12459	5	5173a11d8b4ef1b17b89d09d839278142943d097d3ab4e558ddaffd014410bd3	7460d3006b96e4411e2cb39753e94a8bd8ca596a37f7399a26b564d438c4b4d8	89e2f95c4ac284c099e95d2102df8995e0f5332c50a85e3f3d2ffed918e16fa6	2464451	818548	2269385	174429	4613
b1-15-timer-watchdog-providers	variant	b	runtime_probe	test	2247766	811313	2046698	178911	3895	3857	3857	807	806	15	14	14496	9	0d0a25e828928b36563ba6d0f95247d8180f40b50c22b683495e918af50cfc82	60e2b5290358cb70814e2e84244363c148a2232bf3de12f782d5d0a52e3d49e2	39b18ad0b2589f36dd6b46cb1ae6704d83e6893fb224bda2daf189d952e1f96b	2394127	796953	2190054	181421	4413
