experiment	condition	repetition	artifact_id	canister	wasm_bytes	gzip_bytes	code_section_bytes	data_section_bytes	ic_wasm_total_functions	replica_limited_defined_functions	optimizer_defined_functions	table_minimum	element_entries	wasm_export_entries	ic_wasm_exported_methods	candid_bytes	candid_service_methods	wasm_sha256	gzip_sha256	candid_sha256	optimizer_before_raw	optimizer_before_gzip	optimizer_before_code	optimizer_before_data	optimizer_before_functions
b1-13-configuration-provisioning-providers	baseline	a	canonical_wasm_store	wasm_store	2452131	890086	2254620	177039	4283	4244	4244	840	839	11	10	12459	5	9917751b526409179968fc949232ad9961f5e52948a0aa864d56061caaed3fd8	48609888291021b47252993b9f3ff58a18aa0457ba3c2802dcb56be6357b4d21	89e2f95c4ac284c099e95d2102df8995e0f5332c50a85e3f3d2ffed918e16fa6	2608460	870170	2408151	179229	4922
b1-13-configuration-provisioning-providers	baseline	b	canonical_app	app	2887487	1039109	2650724	200031	4709	4672	4672	922	921	10	9	28177	4	767755b6b5fee0b49db512ad6ec94efd17ddafae8ce495a68d123655eefbf2ac	3faaab124b53c92184a4d22926abfd052331b29ce893ebad9d0e4dc3d5b2231c	23a46a416a5337268ac729a02ef9d53d350e2adc0fe847d5f80097f01acf48b8	3067317	1020354	2827346	202577	5369
b1-13-configuration-provisioning-providers	baseline	b	canonical_index_hub	index_hub	2672278	960516	2444607	191610	4385	4346	4346	860	859	10	9	27959	4	64e5ce059cb02048085fd7d8bc6daee471aaf9bd08b394050ab1e20d088f1d7e	a58c2ebe030b195d2f6d48848303c0dce8634599e4a7dd0f0808a2cde11db950	f8dde730be71f9ddb0224dfb8f365685f2579d880cc37e98a6886b0535180c44	2843118	943204	2612651	193761	5056
b1-13-configuration-provisioning-providers	baseline	b	canonical_test	test	3202049	1139956	2944773	214102	5228	5189	5189	973	972	12	11	33804	6	c85a1549d96356c3fcf9ece1e2076dcd5537211359494b5c7e292ce2ee6cdbea	0b058b4c0ad04230f80b1ed72189bd46893e2624769de9762147c0f5de3d4f9e	d11737484d3563127fb6cb9f76d439a9f3e72556e977f70733e7d338985a4ad6	3403236	1119759	3142734	216629	5940
b1-13-configuration-provisioning-providers	baseline	b	canonical_user_hub	user_hub	3330766	1188810	3072247	218262	5512	5473	5473	980	979	15	14	30421	9	282317e6591cdbec5f392e440affb61f4188dfe037ccc107e2c163aa7c881b07	2d786a26411c17b67e5266af540fdb840038a10ec1533274bb2e824da3ca36ff	905207f61736c3c53ed54fda3dd68252c44065199c26b194f2770d26368d4c16	3538804	1171865	3276982	220849	6256
b1-13-configuration-provisioning-providers	baseline	b	canonical_scale_hub	scale_hub	3252038	1157859	2997048	215869	5334	5295	5295	965	964	12	11	29665	6	10370eba5860083e346908252a51177106f5a5d1a3f2bcecfee07c3024272b94	0d4ff8343c9c5d8dd8d215e293250c9d149c21eb1ad5fa9e0ac2400bbe238acf	a4f07b544ad72d4fbe8dae44d64578f016f6b68aa95d89e9795724ea2c9dd5cb	3457034	1141414	3198807	218405	6062
b1-13-configuration-provisioning-providers	baseline	b	canonical_index_child	index_child	2443555	885987	2224620	184718	4035	3996	3996	837	836	10	9	26552	4	fcaebe7a1635e7635ed98cda3eb6d291736071ee6ec0d1806a4f3bf49d545de0	81e8b77c01d44cdc4e39aa55fa8eb8157f0a8a4e1d9e66957440dd15dd93a76a	e48c0cd06b2226b109bc232f10a3b0bfc2349974ac668fc26d28ae238da06b55	2599776	868569	2378085	186873	4653
b1-13-configuration-provisioning-providers	baseline	b	canonical_user_shard	user_shard	3259121	1161358	3001399	214720	5384	5341	5341	977	976	14	13	33290	8	6097e33ced308719e7445c1d0b75d1a3fb3a2070a7850f20eef82ccdf7e6f493	e746be8b5f66ce47778ac4beed7d913068c5f4e8b173203cf366b7cd57fed8d1	71ee0c358fad225f964aa71e01af12a3c08a72829c6fff189fc5d57d70698a96	3464190	1140945	3203202	217277	6103
b1-13-configuration-provisioning-providers	baseline	b	canonical_scale_replica	scale_replica	2898215	1044090	2660428	200393	4737	4700	4700	925	924	11	10	28760	5	40fd4bd00df1377ca96529bc3becd5a7fd3fb8e2b9a0662b654d78d574ab2b2f	7681c8f20029eda064067fdf5c01bbce3fe86c225a46d1da6969d059ae48b6d4	a908ffd66c6777c6e00f587e85a80ccbe09513f73dfc09433fefec93dec4a344	3078355	1025137	2837328	202969	5399
b1-13-configuration-provisioning-providers	baseline	b	canonical_root	root	7097155	2523928	6659745	333790	9641	9596	9596	1652	1651	12	11	88042	6	9edfd8730eaff35628b196748188149676a022bf56314f982c131d55ef9eb30c	399189bb59b9e132312598c5f11a6831517138c1ad7aa5cac514ccb1fb58ede3	806dde0018643605d58f496261e48ca0950db5391463c887c24c3bb34e63e4b4	7543047	2454974	7100962	337125	10983
b1-13-configuration-provisioning-providers	baseline	b	canonical_fleet_coordinator	fleet_coordinator	3497977	1215581	3247309	199123	4497	4463	4463	883	882	7	6	43510	2	99912d80cd27cbf7a80b6b3cf4526c08b682a63dd306294e0d8a2816eaa5b767	7c7c37fff6ba4522e3ec8f01cb64e3ad2f209e70deb354ffae5b82e4dfeee1dc	51fd22fd1e9c038d673fdabc6ea02881e12179199c73974f7d4637477e0d5c66	3721861	1182054	3468047	201465	5324
b1-13-configuration-provisioning-providers	baseline	b	canonical_wasm_store	wasm_store	2452131	890086	2254620	177039	4283	4244	4244	840	839	11	10	12459	5	9917751b526409179968fc949232ad9961f5e52948a0aa864d56061caaed3fd8	48609888291021b47252993b9f3ff58a18aa0457ba3c2802dcb56be6357b4d21	89e2f95c4ac284c099e95d2102df8995e0f5332c50a85e3f3d2ffed918e16fa6	2608460	870170	2408151	179229	4922
b1-13-configuration-provisioning-providers	variant	a	canonical_app	app	2887487	1039109	2650724	200031	4709	4672	4672	922	921	10	9	28177	4	767755b6b5fee0b49db512ad6ec94efd17ddafae8ce495a68d123655eefbf2ac	3faaab124b53c92184a4d22926abfd052331b29ce893ebad9d0e4dc3d5b2231c	23a46a416a5337268ac729a02ef9d53d350e2adc0fe847d5f80097f01acf48b8	3067317	1020354	2827346	202577	5369
b1-13-configuration-provisioning-providers	variant	a	canonical_index_hub	index_hub	2672278	960516	2444607	191610	4385	4346	4346	860	859	10	9	27959	4	64e5ce059cb02048085fd7d8bc6daee471aaf9bd08b394050ab1e20d088f1d7e	a58c2ebe030b195d2f6d48848303c0dce8634599e4a7dd0f0808a2cde11db950	f8dde730be71f9ddb0224dfb8f365685f2579d880cc37e98a6886b0535180c44	2843118	943204	2612651	193761	5056
b1-13-configuration-provisioning-providers	variant	a	canonical_test	test	3202049	1139956	2944773	214102	5228	5189	5189	973	972	12	11	33804	6	c85a1549d96356c3fcf9ece1e2076dcd5537211359494b5c7e292ce2ee6cdbea	0b058b4c0ad04230f80b1ed72189bd46893e2624769de9762147c0f5de3d4f9e	d11737484d3563127fb6cb9f76d439a9f3e72556e977f70733e7d338985a4ad6	3403236	1119759	3142734	216629	5940
b1-13-configuration-provisioning-providers	variant	a	canonical_user_hub	user_hub	3330766	1188810	3072247	218262	5512	5473	5473	980	979	15	14	30421	9	282317e6591cdbec5f392e440affb61f4188dfe037ccc107e2c163aa7c881b07	2d786a26411c17b67e5266af540fdb840038a10ec1533274bb2e824da3ca36ff	905207f61736c3c53ed54fda3dd68252c44065199c26b194f2770d26368d4c16	3538804	1171865	3276982	220849	6256
b1-13-configuration-provisioning-providers	variant	a	canonical_scale_hub	scale_hub	3252038	1157859	2997048	215869	5334	5295	5295	965	964	12	11	29665	6	10370eba5860083e346908252a51177106f5a5d1a3f2bcecfee07c3024272b94	0d4ff8343c9c5d8dd8d215e293250c9d149c21eb1ad5fa9e0ac2400bbe238acf	a4f07b544ad72d4fbe8dae44d64578f016f6b68aa95d89e9795724ea2c9dd5cb	3457034	1141414	3198807	218405	6062
b1-13-configuration-provisioning-providers	variant	a	canonical_index_child	index_child	2443555	885987	2224620	184718	4035	3996	3996	837	836	10	9	26552	4	fcaebe7a1635e7635ed98cda3eb6d291736071ee6ec0d1806a4f3bf49d545de0	81e8b77c01d44cdc4e39aa55fa8eb8157f0a8a4e1d9e66957440dd15dd93a76a	e48c0cd06b2226b109bc232f10a3b0bfc2349974ac668fc26d28ae238da06b55	2599776	868569	2378085	186873	4653
b1-13-configuration-provisioning-providers	variant	a	canonical_user_shard	user_shard	3259121	1161358	3001399	214720	5384	5341	5341	977	976	14	13	33290	8	6097e33ced308719e7445c1d0b75d1a3fb3a2070a7850f20eef82ccdf7e6f493	e746be8b5f66ce47778ac4beed7d913068c5f4e8b173203cf366b7cd57fed8d1	71ee0c358fad225f964aa71e01af12a3c08a72829c6fff189fc5d57d70698a96	3464190	1140945	3203202	217277	6103
b1-13-configuration-provisioning-providers	variant	a	canonical_scale_replica	scale_replica	2898215	1044090	2660428	200393	4737	4700	4700	925	924	11	10	28760	5	40fd4bd00df1377ca96529bc3becd5a7fd3fb8e2b9a0662b654d78d574ab2b2f	7681c8f20029eda064067fdf5c01bbce3fe86c225a46d1da6969d059ae48b6d4	a908ffd66c6777c6e00f587e85a80ccbe09513f73dfc09433fefec93dec4a344	3078355	1025137	2837328	202969	5399
b1-13-configuration-provisioning-providers	variant	a	canonical_root	root	6725787	2376913	6295653	327035	9200	9155	9155	1620	1619	12	11	88042	6	ad08974f84897eea8da052b1712e479bf509a2488a0883af450d2564311bf479	48cfae947050149428dbfcc39286acbbb2713444347c2ee94c9c35b51c9fb325	806dde0018643605d58f496261e48ca0950db5391463c887c24c3bb34e63e4b4	7152381	2311702	6717679	330305	10510
b1-13-configuration-provisioning-providers	variant	a	canonical_fleet_coordinator	fleet_coordinator	3497977	1215581	3247309	199123	4497	4463	4463	883	882	7	6	43510	2	99912d80cd27cbf7a80b6b3cf4526c08b682a63dd306294e0d8a2816eaa5b767	7c7c37fff6ba4522e3ec8f01cb64e3ad2f209e70deb354ffae5b82e4dfeee1dc	51fd22fd1e9c038d673fdabc6ea02881e12179199c73974f7d4637477e0d5c66	3721861	1182054	3468047	201465	5324
b1-13-configuration-provisioning-providers	variant	a	canonical_wasm_store	wasm_store	2452131	890086	2254620	177039	4283	4244	4244	840	839	11	10	12459	5	9917751b526409179968fc949232ad9961f5e52948a0aa864d56061caaed3fd8	48609888291021b47252993b9f3ff58a18aa0457ba3c2802dcb56be6357b4d21	89e2f95c4ac284c099e95d2102df8995e0f5332c50a85e3f3d2ffed918e16fa6	2608460	870170	2408151	179229	4922
b1-13-configuration-provisioning-providers	variant	b	canonical_app	app	2887487	1039109	2650724	200031	4709	4672	4672	922	921	10	9	28177	4	767755b6b5fee0b49db512ad6ec94efd17ddafae8ce495a68d123655eefbf2ac	3faaab124b53c92184a4d22926abfd052331b29ce893ebad9d0e4dc3d5b2231c	23a46a416a5337268ac729a02ef9d53d350e2adc0fe847d5f80097f01acf48b8	3067317	1020354	2827346	202577	5369
b1-13-configuration-provisioning-providers	variant	b	canonical_index_hub	index_hub	2672278	960516	2444607	191610	4385	4346	4346	860	859	10	9	27959	4	64e5ce059cb02048085fd7d8bc6daee471aaf9bd08b394050ab1e20d088f1d7e	a58c2ebe030b195d2f6d48848303c0dce8634599e4a7dd0f0808a2cde11db950	f8dde730be71f9ddb0224dfb8f365685f2579d880cc37e98a6886b0535180c44	2843118	943204	2612651	193761	5056
b1-13-configuration-provisioning-providers	variant	b	canonical_test	test	3202049	1139956	2944773	214102	5228	5189	5189	973	972	12	11	33804	6	c85a1549d96356c3fcf9ece1e2076dcd5537211359494b5c7e292ce2ee6cdbea	0b058b4c0ad04230f80b1ed72189bd46893e2624769de9762147c0f5de3d4f9e	d11737484d3563127fb6cb9f76d439a9f3e72556e977f70733e7d338985a4ad6	3403236	1119759	3142734	216629	5940
b1-13-configuration-provisioning-providers	variant	b	canonical_user_hub	user_hub	3330766	1188810	3072247	218262	5512	5473	5473	980	979	15	14	30421	9	282317e6591cdbec5f392e440affb61f4188dfe037ccc107e2c163aa7c881b07	2d786a26411c17b67e5266af540fdb840038a10ec1533274bb2e824da3ca36ff	905207f61736c3c53ed54fda3dd68252c44065199c26b194f2770d26368d4c16	3538804	1171865	3276982	220849	6256
b1-13-configuration-provisioning-providers	variant	b	canonical_scale_hub	scale_hub	3252038	1157859	2997048	215869	5334	5295	5295	965	964	12	11	29665	6	10370eba5860083e346908252a51177106f5a5d1a3f2bcecfee07c3024272b94	0d4ff8343c9c5d8dd8d215e293250c9d149c21eb1ad5fa9e0ac2400bbe238acf	a4f07b544ad72d4fbe8dae44d64578f016f6b68aa95d89e9795724ea2c9dd5cb	3457034	1141414	3198807	218405	6062
b1-13-configuration-provisioning-providers	variant	b	canonical_index_child	index_child	2443555	885987	2224620	184718	4035	3996	3996	837	836	10	9	26552	4	fcaebe7a1635e7635ed98cda3eb6d291736071ee6ec0d1806a4f3bf49d545de0	81e8b77c01d44cdc4e39aa55fa8eb8157f0a8a4e1d9e66957440dd15dd93a76a	e48c0cd06b2226b109bc232f10a3b0bfc2349974ac668fc26d28ae238da06b55	2599776	868569	2378085	186873	4653
b1-13-configuration-provisioning-providers	variant	b	canonical_user_shard	user_shard	3259121	1161358	3001399	214720	5384	5341	5341	977	976	14	13	33290	8	6097e33ced308719e7445c1d0b75d1a3fb3a2070a7850f20eef82ccdf7e6f493	e746be8b5f66ce47778ac4beed7d913068c5f4e8b173203cf366b7cd57fed8d1	71ee0c358fad225f964aa71e01af12a3c08a72829c6fff189fc5d57d70698a96	3464190	1140945	3203202	217277	6103
b1-13-configuration-provisioning-providers	variant	b	canonical_scale_replica	scale_replica	2898215	1044090	2660428	200393	4737	4700	4700	925	924	11	10	28760	5	40fd4bd00df1377ca96529bc3becd5a7fd3fb8e2b9a0662b654d78d574ab2b2f	7681c8f20029eda064067fdf5c01bbce3fe86c225a46d1da6969d059ae48b6d4	a908ffd66c6777c6e00f587e85a80ccbe09513f73dfc09433fefec93dec4a344	3078355	1025137	2837328	202969	5399
b1-13-configuration-provisioning-providers	variant	b	canonical_root	root	6725787	2376913	6295653	327035	9200	9155	9155	1620	1619	12	11	88042	6	ad08974f84897eea8da052b1712e479bf509a2488a0883af450d2564311bf479	48cfae947050149428dbfcc39286acbbb2713444347c2ee94c9c35b51c9fb325	806dde0018643605d58f496261e48ca0950db5391463c887c24c3bb34e63e4b4	7152381	2311702	6717679	330305	10510
b1-13-configuration-provisioning-providers	variant	b	canonical_fleet_coordinator	fleet_coordinator	3497977	1215581	3247309	199123	4497	4463	4463	883	882	7	6	43510	2	99912d80cd27cbf7a80b6b3cf4526c08b682a63dd306294e0d8a2816eaa5b767	7c7c37fff6ba4522e3ec8f01cb64e3ad2f209e70deb354ffae5b82e4dfeee1dc	51fd22fd1e9c038d673fdabc6ea02881e12179199c73974f7d4637477e0d5c66	3721861	1182054	3468047	201465	5324
b1-13-configuration-provisioning-providers	variant	b	canonical_wasm_store	wasm_store	2452131	890086	2254620	177039	4283	4244	4244	840	839	11	10	12459	5	9917751b526409179968fc949232ad9961f5e52948a0aa864d56061caaed3fd8	48609888291021b47252993b9f3ff58a18aa0457ba3c2802dcb56be6357b4d21	89e2f95c4ac284c099e95d2102df8995e0f5332c50a85e3f3d2ffed918e16fa6	2608460	870170	2408151	179229	4922
